,ts_code
2031,300455.SZ
2032,301136.SZ
2033,001203.SZ
2034,300222.SZ
2035,300416.SZ
2036,300952.SZ
2037,300268.SZ
2038,300639.SZ
2039,002873.SZ
2040,301345.SZ
2041,002758.SZ
2042,300518.SZ
2043,300676.SZ
2044,002810.SZ
2045,300431.SZ
2046,300520.SZ
2047,002645.SZ
2048,300691.SZ
2049,301281.SZ
2050,002859.SZ
2051,300769.SZ
2052,301288.SZ
2053,001322.SZ
2054,002671.SZ
2055,300959.SZ
2056,301261.SZ
2057,300656.SZ
2058,300224.SZ
2059,002955.SZ
2060,300705.SZ
2061,300251.SZ
2062,300082.SZ
2063,002636.SZ
2064,300473.SZ
2065,300248.SZ
2066,300623.SZ
2067,002893.SZ
2068,300201.SZ
2069,301408.SZ
2070,300977.SZ
2071,300632.SZ
2072,300308.SZ
2073,002584.SZ
2074,301093.SZ
2075,300698.SZ
2076,300371.SZ
2077,002619.SZ
2078,300834.SZ
2079,002729.SZ
2080,301004.SZ
2081,300486.SZ
2082,002962.SZ
2083,300539.SZ
2084,002616.SZ
2085,001311.SZ
2086,301057.SZ
2087,001359.SZ
2088,001323.SZ
2089,300384.SZ
2090,301129.SZ
2091,300282.SZ
2092,300208.SZ
2093,300763.SZ
2094,300427.SZ
2095,002557.SZ
2096,300599.SZ
2097,002431.SZ
2098,300239.SZ
2099,003004.SZ
2100,002833.SZ
2101,002732.SZ
2102,301109.SZ
2103,003002.SZ
2104,301055.SZ
2105,300286.SZ
2106,002925.SZ
2107,002986.SZ
2108,301355.SZ
2109,001238.SZ
2110,002824.SZ
2111,300948.SZ
2112,002922.SZ
2113,001367.SZ
2114,002746.SZ
2115,301099.SZ
2116,003025.SZ
2117,001205.SZ
2118,300421.SZ
2119,300867.SZ
2120,300483.SZ
2121,002639.SZ
2122,300462.SZ
2123,300186.SZ
2124,001269.SZ
2125,002993.SZ
2126,301320.SZ
2127,300580.SZ
2128,300180.SZ
2129,300889.SZ
2130,003035.SZ
2131,301257.SZ
2132,001231.SZ
2133,301539.SZ
2134,002665.SZ
2135,300515.SZ
2136,002915.SZ
2137,301098.SZ
2138,300327.SZ
2139,301038.SZ
2140,002724.SZ
2141,300378.SZ
2142,300628.SZ
2143,300716.SZ
2144,002989.SZ
2145,002712.SZ
2146,300960.SZ
2147,300293.SZ
2148,002677.SZ
2149,301329.SZ
2150,300454.SZ
2151,301051.SZ
2152,300246.SZ
2153,300590.SZ
2154,300441.SZ
2155,300328.SZ
2156,300368.SZ
2157,002852.SZ
2158,002990.SZ
2159,002667.SZ
2160,002524.SZ
2161,301468.SZ
2162,300400.SZ
2163,002737.SZ
2164,002689.SZ
2165,300288.SZ
2166,003042.SZ
2167,300430.SZ
2168,002967.SZ
2169,300622.SZ
2170,002813.SZ
2171,301577.SZ
2172,300876.SZ
2173,002633.SZ
2174,300333.SZ
2175,002953.SZ
2176,002965.SZ
2177,300460.SZ
2178,002957.SZ
2179,300340.SZ
2180,003023.SZ
2181,002862.SZ
2182,301299.SZ
2183,003030.SZ
2184,300550.SZ
2185,300392.SZ
2186,300668.SZ
2187,300604.SZ
2188,002593.SZ
2189,300458.SZ
2190,003038.SZ
2191,301158.SZ
2192,300507.SZ
2193,002581.SZ
2194,002988.SZ
2195,002654.SZ
2196,301517.SZ
2197,002606.SZ
2198,002882.SZ
2199,002899.SZ
2200,002801.SZ
2201,300736.SZ
2202,300362.SZ
2203,301126.SZ
2204,300423.SZ
2205,300443.SZ
2206,002711.SZ
2207,002692.SZ
2208,301277.SZ
2209,301149.SZ
2210,300761.SZ
2211,300405.SZ
2212,300559.SZ
2213,002596.SZ
2214,002675.SZ
2215,002612.SZ
2216,301085.SZ
2217,300350.SZ
2218,002861.SZ
2219,300782.SZ
2220,300738.SZ
2221,002971.SZ
2222,301000.SZ
2223,300297.SZ
2224,002790.SZ
2225,300532.SZ
2226,002841.SZ
2227,002621.SZ
2228,300442.SZ
2229,300466.SZ
2230,300985.SZ
2231,300259.SZ
2232,300257.SZ
2233,301036.SZ
2234,300449.SZ
2235,002969.SZ
2236,300505.SZ
2237,300322.SZ
2238,300973.SZ
2239,300785.SZ
2240,300838.SZ
2241,002836.SZ
2242,300210.SZ
2243,002707.SZ
2244,300345.SZ
2245,300316.SZ
2246,300499.SZ
2247,300865.SZ
2248,301505.SZ
2249,301339.SZ
2250,301012.SZ
2251,002828.SZ
2252,301103.SZ
2253,003019.SZ
2254,002618.SZ
2255,301272.SZ
2256,301206.SZ
2257,002629.SZ
2258,300620.SZ
2259,300578.SZ
2260,300930.SZ
2261,300396.SZ
2262,002821.SZ
2263,002788.SZ
2264,300476.SZ
2265,002625.SZ
2266,300772.SZ
2267,300997.SZ
2268,002664.SZ
2269,300397.SZ
2270,300608.SZ
2271,300304.SZ
2272,300935.SZ
2273,300300.SZ
2274,300493.SZ
2275,002635.SZ
2276,002846.SZ
2277,301035.SZ
2278,002716.SZ
2279,300587.SZ
2280,002911.SZ
2281,300877.SZ
2282,300363.SZ
2283,300962.SZ
2284,002755.SZ
2285,301552.SZ
2286,001326.SZ
2287,300162.SZ
2288,300971.SZ
2289,300850.SZ
2290,300845.SZ
2291,301331.SZ
2292,301068.SZ
2293,301332.SZ
2294,001338.SZ
2295,001298.SZ
2296,300491.SZ
2297,300409.SZ
2298,002571.SZ
2299,301169.SZ
2300,301236.SZ
2301,300626.SZ
2302,300658.SZ
2303,002785.SZ
2304,300892.SZ
2305,301307.SZ
2306,300526.SZ
2307,002720.SZ
2308,301119.SZ
2309,300537.SZ
2310,301586.SZ
2311,002829.SZ
2312,300172.SZ
2313,300525.SZ
2314,300506.SZ
2315,301086.SZ
2316,002765.SZ
2317,300471.SZ
2318,300450.SZ
2319,300478.SZ
2320,001379.SZ
2321,300480.SZ
2322,300917.SZ
2323,300530.SZ
2324,002916.SZ
2325,002761.SZ
2326,300393.SZ
2327,300184.SZ
2328,300335.SZ
2329,301017.SZ
2330,002725.SZ
2331,301228.SZ
2332,002632.SZ
2333,300618.SZ
2334,300411.SZ
2335,300975.SZ
2336,300570.SZ
2337,300824.SZ
2338,300779.SZ
2339,301390.SZ
2340,300987.SZ
2341,300177.SZ
2342,002793.SZ
2343,002731.SZ
2344,001378.SZ
2345,002627.SZ
2346,301267.SZ
2347,300457.SZ
2348,002546.SZ
2349,002356.SZ
2350,300079.SZ
2351,300592.SZ
2352,300369.SZ
2353,300718.SZ
2354,300918.SZ
2355,300280.SZ
2356,300766.SZ
2357,301358.SZ
2358,300860.SZ
2359,301565.SZ
2360,002791.SZ
2361,002690.SZ
2362,300645.SZ
2363,002730.SZ
2364,003022.SZ
2365,300947.SZ
2366,300717.SZ
2367,002658.SZ
2368,301102.SZ
2369,300531.SZ
2370,001201.SZ
2371,300249.SZ
2372,301080.SZ
2373,001380.SZ
2374,002796.SZ
2375,300670.SZ
2376,301251.SZ
2377,002694.SZ
2378,300489.SZ
2379,301130.SZ
2380,002774.SZ
2381,300937.SZ
2382,301533.SZ
2383,300358.SZ
2384,301113.SZ
2385,002766.SZ
2386,300720.SZ
2387,300470.SZ
2388,002528.SZ
2389,301115.SZ
2390,301325.SZ
2391,300928.SZ
2392,301419.SZ
2393,002842.SZ
2394,300988.SZ
2395,001300.SZ
2396,301486.SZ
2397,001358.SZ
2398,301511.SZ
2399,300439.SZ
2400,002699.SZ
2401,301268.SZ
2402,300780.SZ
2403,300657.SZ
2404,002578.SZ
2405,301132.SZ
2406,300903.SZ
2407,002768.SZ
2408,300214.SZ
2409,301613.SZ
2410,002968.SZ
2411,301050.SZ
2412,300595.SZ
2413,002890.SZ
2414,002823.SZ
2415,300533.SZ
2416,300981.SZ
2417,002792.SZ
2418,301107.SZ
2419,002892.SZ
2420,002342.SZ
2421,301188.SZ
2422,001202.SZ
2423,300899.SZ
2424,002832.SZ
2425,002822.SZ
2426,002739.SZ
2427,300699.SZ
2428,301087.SZ
2429,002525.SZ
2430,002647.SZ
2431,300964.SZ
2432,300511.SZ
2433,301439.SZ
2434,001225.SZ
2435,300594.SZ
2436,300878.SZ
2437,301096.SZ
2438,300589.SZ
2439,300528.SZ
2440,301359.SZ
2441,300510.SZ
2442,002402.SZ
2443,300748.SZ
2444,300171.SZ
2445,300951.SZ
2446,301295.SZ
2447,300209.SZ
2448,001286.SZ
2449,002454.SZ
2450,300115.SZ
2451,300404.SZ
2452,002611.SZ
2453,002623.SZ
2454,001222.SZ
2455,300901.SZ
2456,300798.SZ
2457,300611.SZ
2458,301032.SZ
2459,002583.SZ
2460,001317.SZ
2461,300394.SZ
2462,300813.SZ
2463,002560.SZ
2464,001333.SZ
2465,301507.SZ
2466,300207.SZ
2467,301223.SZ
2468,301287.SZ
2469,301282.SZ
2470,301255.SZ
2471,301252.SZ
2472,301216.SZ
2473,301520.SZ
2474,002959.SZ
2475,301316.SZ
2476,300435.SZ
2477,001336.SZ
2478,301183.SZ
2479,002420.SZ
2480,300827.SZ
2481,300842.SZ
2482,002719.SZ
2483,002913.SZ
2484,002412.SZ
2485,300707.SZ
2486,003010.SZ
2487,002577.SZ
2488,300582.SZ
2489,002713.SZ
2490,002908.SZ
2491,300726.SZ
2492,001226.SZ
2493,001368.SZ
2494,300822.SZ
2495,002439.SZ
2496,300250.SZ
2497,300410.SZ
2498,301227.SZ
2499,300522.SZ
2500,301263.SZ
2501,002811.SZ
2502,002670.SZ
2503,301047.SZ
2504,301297.SZ
2505,002956.SZ
2506,300527.SZ
2507,002860.SZ
2508,300519.SZ
2509,300750.SZ
2510,300538.SZ
2511,301219.SZ
2512,002991.SZ
2513,300436.SZ
2514,300290.SZ
2515,301289.SZ
2516,300675.SZ
2517,300978.SZ
2518,300635.SZ
2519,300692.SZ
2520,301373.SZ
2521,301116.SZ
2522,301141.SZ
2523,301033.SZ
2524,300864.SZ
2525,002628.SZ
2526,300790.SZ
2527,300461.SZ
2528,300269.SZ
2529,002932.SZ
2530,300278.SZ
2531,300921.SZ
2532,300326.SZ
2533,300619.SZ
2534,003011.SZ
2535,300961.SZ
2536,000538.SZ
2537,301166.SZ
2538,300848.SZ
2539,300387.SZ
2540,301073.SZ
2541,001219.SZ
2542,002891.SZ
2543,002782.SZ
2544,002558.SZ
2545,002631.SZ
2546,001209.SZ
2547,300429.SZ
2548,300955.SZ
2549,300712.SZ
2550,300258.SZ
2551,301365.SZ
2552,301381.SZ
2553,001389.SZ
2554,300805.SZ
2555,002905.SZ
2556,300806.SZ
2557,301120.SZ
2558,300936.SZ
2559,300535.SZ
2560,003016.SZ
2561,300844.SZ
2562,002973.SZ
2563,301172.SZ
2564,002517.SZ
2565,300625.SZ
2566,002919.SZ
2567,002803.SZ
2568,002902.SZ
2569,301348.SZ
2570,002937.SZ
2571,301015.SZ
2572,300629.SZ
2573,301160.SZ
2574,002607.SZ
2575,301049.SZ
2576,300456.SZ
2577,300198.SZ
2578,002770.SZ
2579,002945.SZ
2580,301386.SZ
2581,300153.SZ
2582,002947.SZ
2583,300680.SZ
2584,300140.SZ
2585,002144.SZ
2586,002302.SZ
2587,300218.SZ
2588,002556.SZ
2589,001217.SZ
2590,301023.SZ
2591,002140.SZ
2592,002298.SZ
2593,300402.SZ
2594,002532.SZ
2595,002702.SZ
2596,301266.SZ
2597,301333.SZ
2598,002609.SZ
2599,300159.SZ
2600,300223.SZ
2601,300191.SZ
2602,301026.SZ
2603,301022.SZ
2604,002307.SZ
2605,002263.SZ
2606,002167.SZ
2607,301611.SZ
2608,301393.SZ
2609,300920.SZ
2610,300433.SZ
2611,300757.SZ
2612,301171.SZ
2613,300146.SZ
2614,301021.SZ
2615,301310.SZ
2616,300412.SZ
2617,003031.SZ
2618,300315.SZ
2619,002930.SZ
2620,002877.SZ
2621,003043.SZ
2622,002735.SZ
2623,301330.SZ
2624,002442.SZ
2625,002424.SZ
2626,002464.SZ
2627,002393.SZ
2628,300891.SZ
2629,300173.SZ
2630,300104.SZ
2631,301309.SZ
2632,002394.SZ
2633,300098.SZ
2634,300087.SZ
2635,002514.SZ
2636,300145.SZ
2637,300148.SZ
2638,300492.SZ
2639,301170.SZ
2640,300066.SZ
2641,002413.SZ
2642,002416.SZ
2643,002486.SZ
2644,300694.SZ
2645,301202.SZ
2646,301030.SZ
2647,300631.SZ
2648,300330.SZ
2649,002369.SZ
2650,300089.SZ
2651,300253.SZ
2652,002673.SZ
2653,301072.SZ
2654,002142.SZ
2655,300238.SZ
2656,002456.SZ
2657,301256.SZ
2658,002827.SZ
2659,001328.SZ
2660,002106.SZ
2661,300053.SZ
2662,300057.SZ
2663,300055.SZ
2664,300058.SZ
2665,002926.SZ
2666,301526.SZ
2667,300139.SZ
2668,301211.SZ
2669,301210.SZ
2670,301372.SZ
2671,300846.SZ
2672,300634.SZ
2673,300927.SZ
2674,300859.SZ
2675,002603.SZ
2676,300911.SZ
2677,300413.SZ
2678,301231.SZ
2679,300702.SZ
2680,301367.SZ
2681,300197.SZ
2682,002401.SZ
2683,300136.SZ
2684,002748.SZ
2685,300612.SZ
2686,300126.SZ
2687,300972.SZ
2688,300193.SZ
2689,300036.SZ
2690,002348.SZ
2691,002487.SZ
2692,002349.SZ
2693,002495.SZ
2694,002503.SZ
2695,002574.SZ
2696,300440.SZ
2697,301383.SZ
2698,300065.SZ
2699,300054.SZ
2700,300094.SZ
2701,300325.SZ
2702,300143.SZ
2703,002614.SZ
2704,002472.SZ
2705,002374.SZ
2706,002389.SZ
2707,002395.SZ
2708,002387.SZ
2709,300064.SZ
2710,301040.SZ
2711,301063.SZ
2712,002301.SZ
2713,300229.SZ
2714,300661.SZ
2715,002569.SZ
2716,002330.SZ
2717,002615.SZ
2718,002453.SZ
2719,300085.SZ
2720,002382.SZ
2721,002516.SZ
2722,002468.SZ
2723,002475.SZ
2724,300120.SZ
2725,002333.SZ
2726,002518.SZ
2727,300037.SZ
2728,002411.SZ
2729,002428.SZ
2730,002357.SZ
2731,300797.SZ
2732,300232.SZ
2733,300662.SZ
2734,300289.SZ
2735,002477.SZ
2736,002493.SZ
2737,002491.SZ
2738,300046.SZ
2739,300050.SZ
2740,002408.SZ
2741,002753.SZ
2742,002734.SZ
2743,002335.SZ
2744,300107.SZ
2745,300141.SZ
2746,002630.SZ
2747,002392.SZ
2748,300277.SZ
2749,300905.SZ
2750,300305.SZ
2751,002624.SZ
2752,300265.SZ
2753,300616.SZ
2754,002481.SZ
2755,002483.SZ
2756,300121.SZ
2757,300048.SZ
2758,002566.SZ
2759,002390.SZ
2760,002398.SZ
2761,301003.SZ
2762,300377.SZ
2763,300762.SZ
2764,300215.SZ
2765,300113.SZ
2766,300112.SZ
2767,002561.SZ
2768,002341.SZ
2769,002355.SZ
2770,300029.SZ
2771,002354.SZ
2772,002512.SZ
2773,300244.SZ
2774,300125.SZ
2775,300118.SZ
2776,300129.SZ
2777,300133.SZ
2778,002405.SZ
2779,300100.SZ
2780,300092.SZ
2781,300759.SZ
2782,300128.SZ
2783,300354.SZ
2784,300132.SZ
2785,002997.SZ
2786,300109.SZ
2787,002505.SZ
2788,002511.SZ
2789,002458.SZ
2790,300043.SZ
2791,002378.SZ
2792,301286.SZ
2793,002555.SZ
2794,300241.SZ
2795,002539.SZ
2796,002693.SZ
2797,300108.SZ
2798,300156.SZ
2799,300154.SZ
2800,002738.SZ
2801,300245.SZ
2802,002379.SZ
2803,002363.SZ
2804,300078.SZ
2805,300230.SZ
2806,002380.SZ
2807,002501.SZ
2808,300452.SZ
2809,002565.SZ
2810,002508.SZ
2811,002494.SZ
2812,300401.SZ
2813,301186.SZ
2814,300467.SZ
2815,300593.SZ
2816,300424.SZ
2817,002831.SZ
2818,002740.SZ
2819,002626.SZ
2820,300131.SZ
2821,002465.SZ
2822,002538.SZ
2823,300031.SZ
2824,301163.SZ
2825,002551.SZ
2826,300263.SZ
2827,300123.SZ
2828,300122.SZ
2829,300799.SZ
2830,300591.SZ
2831,002548.SZ
2832,300360.SZ
2833,300909.SZ
2834,300724.SZ
2835,300667.SZ
2836,301349.SZ
2837,300552.SZ
2838,300496.SZ
2839,002652.SZ
2840,300529.SZ
2841,300275.SZ
2842,002840.SZ
2843,001260.SZ
2844,301058.SZ
2845,301042.SZ
2846,300453.SZ
2847,002656.SZ
2848,003036.SZ
2849,002853.SZ
2850,300821.SZ
2851,002837.SZ
2852,002895.SZ
2853,300495.SZ
2854,300242.SZ
2855,300571.SZ
2856,300446.SZ
2857,300398.SZ
2858,301079.SZ
2859,300614.SZ
2860,300166.SZ
2861,301175.SZ
2862,300311.SZ
2863,300459.SZ
2864,300512.SZ
2865,301001.SZ
2866,300479.SZ
2867,300756.SZ
2868,301291.SZ
2869,002672.SZ
2870,300380.SZ
2871,301498.SZ
2872,002550.SZ
2873,300966.SZ
2874,300840.SZ
2875,300615.SZ
2876,300309.SZ
2877,300341.SZ
2878,300746.SZ
2879,300481.SZ
2880,300575.SZ
2881,002978.SZ
2882,002865.SZ
2883,300383.SZ
2884,300929.SZ
2885,001373.SZ
2886,301363.SZ
2887,002726.SZ
2888,300783.SZ
2889,300749.SZ
2890,300852.SZ
2891,300808.SZ
2892,301371.SZ
2893,002696.SZ
2894,300266.SZ
2895,003000.SZ
2896,002608.SZ
2897,002775.SZ
2898,300553.SZ
2899,300866.SZ
2900,300849.SZ
2901,300337.SZ
2902,300419.SZ
2903,002717.SZ
2904,301335.SZ
2905,002741.SZ
2906,002851.SZ
2907,300359.SZ
2908,300262.SZ
2909,003032.SZ
2910,300752.SZ
2911,300791.SZ
2912,301262.SZ
2913,002776.SZ
2914,003816.SZ
2915,300573.SZ
2916,002779.SZ
2917,301578.SZ
2918,000897.SZ
2919,000900.SZ
2920,002469.SZ
2921,002480.SZ
2922,002485.SZ
2923,000906.SZ
2924,002466.SZ
2925,300875.SZ
2926,002970.SZ
2927,000912.SZ
2928,000921.SZ
2929,000936.SZ
2930,000060.SZ
2931,000078.SZ
2932,000096.SZ
2933,300233.SZ
2934,002430.SZ
2935,000957.SZ
2936,002772.SZ
2937,000987.SZ
2938,002940.SZ
2939,003037.SZ
2940,003018.SZ
2941,000581.SZ
2942,000593.SZ
2943,000599.SZ
2944,000609.SZ
2945,002435.SZ
2946,002388.SZ
2947,000626.SZ
2948,000628.SZ
2949,300204.SZ
2950,300425.SZ
2951,000520.SZ
2952,000723.SZ
2953,000736.SZ
2954,000750.SZ
2955,000756.SZ
2956,000766.SZ
2957,000782.SZ
2958,000798.SZ
2959,300800.SZ
2960,300469.SZ
2961,002807.SZ
2962,002414.SZ
2963,000415.SZ
2964,002231.SZ
2965,002242.SZ
2966,300144.SZ
2967,000516.SZ
2968,003039.SZ
2969,002236.SZ
2970,301139.SZ
2971,002927.SZ
2972,003026.SZ
2973,000020.SZ
2974,000025.SZ
2975,000811.SZ
2976,000823.SZ
2977,000785.SZ
2978,002864.SZ
2979,002855.SZ
2980,000852.SZ
2981,000860.SZ
2982,000885.SZ
2983,000655.SZ
2984,002062.SZ
2985,002872.SZ
2986,000837.SZ
2987,002742.SZ
2988,002721.SZ
2989,000561.SZ
2990,000567.SZ
2991,000716.SZ
2992,002644.SZ
2993,002096.SZ
2994,002663.SZ
2995,002867.SZ
2996,002942.SZ
2997,002352.SZ
2998,003008.SZ
2999,002268.SZ
3000,002275.SZ
3001,002295.SZ
3002,002889.SZ
3003,002463.SZ
3004,002901.SZ
3005,002496.SZ
3006,002026.SZ
3007,002429.SZ
3008,000530.SZ
3009,000546.SZ
3010,000550.SZ
